CalcDateTime,Mnemonic,MinPrice,MaxPrice,StartPrice,EndPrice,TradedVolume,NumberOfTrades
2017-07-31,EOAN,7.995,8.634,8.293,8.366,122653304.0,119148.0
2017-08-31,EOAN,8.415,9.709,8.439,9.505,173594814.0,169500.0
2017-09-30,EOAN,9.146,9.735,9.585,9.549,142245560.0,134413.0
2017-10-31,EOAN,9.21,10.1,9.634,10.04,113067766.0,103669.0
2017-11-30,EOAN,9.52,10.81,10.16,9.75,174317581.0,143173.0
2017-12-31,EOAN,8.97,9.882,9.742,9.077,164597305.0,172612.0
2018-01-31,EOAN,8.411,9.355,9.093,8.46,205487180.0,200144.0
2018-02-28,EOAN,7.877000000000001,8.779,8.517000000000001,8.359,225669985.0,212393.0
2018-03-31,EOAN,7.995,9.47,8.335,9.027000000000001,274480455.0,271318.0
2018-04-30,EOAN,8.657,9.173,9.031,9.095,207008776.0,176126.0
2018-05-31,EOAN,8.988999999999999,9.626,9.142999999999999,9.084,162106414.0,140627.0
2018-06-30,EOAN,8.793,9.524,9.093,9.162,147970098.0,129428.0
2018-07-31,EOAN,9.112,9.879,9.136000000000001,9.644,86624089.0,65845.0
2018-08-31,EOAN,9.139,9.74,9.735,9.18,218454454.0,123139.0
2018-09-30,EOAN,8.596,9.224,9.147,8.78,361442969.0,142200.0
2018-10-31,EOAN,8.163,8.817,8.753,8.464,157114822.0,81311.0
2017-07-31,DTE,15.405,16.08,15.74,15.435,104769351.0,71863.0
2017-08-31,DTE,14.85,16.04,15.485,15.205,92073810.0,64941.0
2017-09-30,DTE,14.81,15.81,15.08,15.76,125627382.0,69176.0
2017-10-31,DTE,15.335,15.815,15.785,15.63,78891592.0,44576.0
2017-11-30,DTE,14.62,15.755,15.63,15.035,188207607.0,106647.0
2017-12-31,DTE,14.76,15.73,15.065,14.77,129844822.0,73227.0
2018-01-31,DTE,14.04,15.085,14.835,14.14,203659441.0,110321.0
2018-02-28,DTE,12.735,14.24,14.225,13.24,281934345.0,153476.0
2018-03-31,DTE,12.72,13.435,13.22,13.285,203558259.0,104648.0
2018-04-30,DTE,12.945,14.86,13.13,14.445,207215482.0,102085.0
2018-05-31,DTE,13.075,14.62,14.425,13.275,175572364.0,80815.0
2018-06-30,DTE,13.09,13.88,13.245,13.275,140206416.0,67447.0
2018-07-31,DTE,13.175,14.28,13.185,14.15,96320015.0,35743.0
2018-08-31,DTE,13.82,14.375,14.16,13.91,187310763.0,55818.0
2018-09-30,DTE,13.385,14.115,13.865,13.885,186137098.0,54649.0
2018-10-31,DTE,13.755,14.74,13.86,14.215,237451165.0,80341.0
2017-07-31,CBK,10.18,11.295,10.64,11.06,162467213.0,93469.0
2017-08-31,CBK,10.21,11.71,11.125,10.45,125217184.0,82631.0
2017-09-30,CBK,10.01,11.695,10.425,11.495,140645249.0,76109.0
2017-10-31,CBK,11.215,12.41,11.5,11.81,107793337.0,66540.0
2017-11-30,CBK,11.085,12.465,11.85,12.13,214199664.0,124128.0
2017-12-31,CBK,12.035,12.96,12.2,12.48,124224098.0,77150.0
2018-01-31,CBK,12.344000000000001,13.82,12.482000000000001,13.276,183315803.0,180821.0
2018-02-28,CBK,11.808,13.61,13.36,12.72,160719521.0,181922.0
2018-03-31,CBK,10.485999999999999,12.732000000000001,12.7,10.565999999999999,146141561.0,162545.0
2018-04-30,CBK,10.048,11.132,10.472000000000001,10.712,162204419.0,144028.0
2018-05-31,CBK,8.68,11.06,10.79,8.765,169746362.0,167214.0
2018-06-30,CBK,7.982,9.711,9.023,8.217,179914084.0,181868.0
2018-07-31,CBK,8.068,9.29,8.088,9.236,86816838.0,81135.0
2018-08-31,CBK,7.985,9.231,9.23,8.145,147196389.0,106436.0
2018-09-30,CBK,8.001,9.654,8.129,8.975,176224168.0,128002.0
2018-10-31,CBK,7.912000000000001,9.099,8.997,8.187000000000001,118788034.0,107491.0
2017-07-31,IFX,18.065,19.665,18.54,18.4,56434276.0,67290.0
2017-08-31,IFX,18.175,19.48,18.37,19.395,46755869.0,61380.0
2017-09-30,IFX,19.59,21.265,19.6,21.26,38821635.0,51746.0
2017-10-31,IFX,21.445,23.42,21.695,23.375,38498707.0,53933.0
2017-11-30,IFX,22.625,25.445,23.375,23.345,110401512.0,178452.0
2017-12-31,IFX,21.89,23.34,23.115,22.865,63796885.0,116004.0
2018-01-31,IFX,22.51,25.5,22.95,23.35,91062512.0,119030.0
2018-02-28,IFX,21.07,23.56,23.55,22.4,97108180.0,118491.0
2018-03-31,IFX,21.19,23.96,22.3,21.75,87884334.0,104096.0
2018-04-30,IFX,20.26,22.23,21.32,21.28,96951620.0,98660.0
2018-05-31,IFX,21.9,24.56,21.94,23.5,68216390.0,80249.0
2018-06-30,IFX,21.05,25.64,23.56,21.84,89257592.0,91876.0
2018-07-31,IFX,21.27,23.31,21.58,22.66,49840569.0,42496.0
2018-08-31,IFX,20.88,22.8,22.62,21.92,84710136.0,58293.0
2018-09-30,IFX,18.27,21.92,21.85,19.57,115560605.0,84736.0
2018-10-31,IFX,15.76,20.79,19.775,17.11,159217910.0,145411.0
2017-07-31,RWE,16.94,18.12,17.48,17.765,45485636.0,60307.0
2017-08-31,RWE,17.815,21.18,17.915,20.925,48427148.0,69142.0
2017-09-30,RWE,19.06,21.59,21.04,19.23,46236592.0,67478.0
2017-10-31,RWE,19.19,21.64,19.33,21.275,38714173.0,56803.0
2017-11-30,RWE,19.195,23.315,21.52,19.32,85586361.0,139430.0
2017-12-31,RWE,16.58,20.895,19.25,17.0,115139222.0,162349.0
2018-01-31,RWE,16.08,18.39,17.115,16.115,89306231.0,125099.0
2018-02-28,RWE,14.705,16.98,16.235,16.425,111076622.0,140306.0
2018-03-31,RWE,15.835,20.56,16.38,20.06,139438873.0,183240.0
2018-04-30,RWE,19.24,21.88,19.995,19.885,93897767.0,99905.0
2018-05-31,RWE,19.12,20.38,19.94,19.48,52723467.0,66319.0
2018-06-30,RWE,18.79,20.39,19.59,19.55,43290483.0,64660.0
2018-07-31,RWE,19.415,22.6,19.43,22.44,25015577.0,24457.0
2018-08-31,RWE,20.7,22.52,22.52,21.85,54066601.0,40182.0
2018-09-30,RWE,20.93,22.42,21.85,21.25,60435263.0,44972.0
2018-10-31,RWE,16.78,21.31,21.23,17.295,94001735.0,87132.0
2017-07-31,LHA,18.19,21.095,20.555,18.195,71522999.0,100549.0
2017-08-31,LHA,18.26,21.11,18.3,21.04,47785344.0,78511.0
2017-09-30,LHA,21.295,23.66,21.315,23.51,39087771.0,61421.0
2017-10-31,LHA,23.715,27.535,24.165,27.32,43772465.0,81022.0
2017-11-30,LHA,26.21,29.41,27.38,28.865,85127058.0,178267.0
2017-12-31,LHA,28.275,31.185,28.835,30.765,51111623.0,122503.0
2018-01-31,LHA,28.29,31.26,30.58,28.76,56769121.0,104643.0
2018-02-28,LHA,25.75,29.38,28.95,27.6,46394325.0,80762.0
2018-03-31,LHA,24.88,27.95,27.51,26.03,56925702.0,98266.0
2018-04-30,LHA,23.69,27.25,25.68,24.1,73226427.0,126126.0
2018-05-31,LHA,22.97,25.52,24.56,23.25,42020158.0,66713.0
2018-06-30,LHA,20.32,24.17,23.39,20.65,49059235.0,69253.0
2018-07-31,LHA,20.19,24.2,20.43,24.0,45146362.0,43672.0
2018-08-31,LHA,22.17,23.99,23.59,22.49,62091780.0,60122.0
2018-09-30,LHA,20.95,23.54,22.55,21.16,57150638.0,51129.0
2018-10-31,LHA,17.555,21.16,20.86,18.835,90295669.0,101106.0
2017-07-31,DAI,59.01,65.77,63.68,59.36,53841441.0,167869.0
2017-08-31,DAI,59.14,62.57,59.14,61.31,40889775.0,129082.0
2017-09-30,DAI,61.4,67.41,61.52,67.24,38821024.0,108620.0
2017-10-31,DAI,67.55,71.7,67.69,71.56,28841804.0,84238.0
2017-11-30,DAI,68.27,73.64,72.0,69.73,45116021.0,155489.0
2017-12-31,DAI,67.85,72.04,69.69,70.77,32818537.0,125518.0
2018-01-31,DAI,69.33,76.48,70.75,73.56,51133608.0,181909.0
2018-02-28,DAI,67.66,74.13,73.6,70.45,68560762.0,247044.0
2018-03-31,DAI,65.13,70.47,70.31,68.9,57217359.0,182688.0
2018-04-30,DAI,63.78,69.77,68.58,65.47,58187504.0,187670.0
2018-05-31,DAI,61.31,68.64,66.1,61.89,42745125.0,138021.0
2018-06-30,DAI,54.79,63.43,62.03,55.32,58015440.0,173639.0
2018-07-31,DAI,55.46,59.75,55.53,59.15,33204699.0,81144.0
2018-08-31,DAI,54.22,59.4,58.54,55.7,60138735.0,122827.0
2018-09-30,DAI,53.73,58.81,55.21,54.35,67255016.0,122585.0
2018-10-31,DAI,48.77,57.09,54.35,52.43,74496293.0,149190.0
2017-07-31,SVAB,0.004,0.011000000000000001,0.01,0.004,32288643.0,100.0
2017-08-31,SVAB,0.003,0.005,0.004,0.004,14504301.0,55.0
2017-09-30,SVAB,0.002,0.006,0.004,0.005,27802957.0,81.0
2017-10-31,SVAB,0.004,0.012,0.005,0.011000000000000001,20964376.0,133.0
2017-11-30,SVAB,0.005,0.035,0.011000000000000001,0.03,124759998.0,1336.0
2017-12-31,SVAB,0.026000000000000002,0.21,0.03,0.09,204861952.0,8382.0
2018-01-31,SVAB,0.0655,0.10800000000000001,0.09,0.0685,45248288.0,1901.0
2018-02-28,SVAB,0.01,0.0775,0.0685,0.055,63726141.0,1709.0
2018-03-31,SVAB,0.0485,0.107,0.055,0.073,31423503.0,1313.0
2018-04-30,SVAB,0.048,0.0775,0.073,0.065,28932105.0,1339.0
2018-05-31,SVAB,0.046,0.0675,0.065,0.0625,31737879.0,914.0
2018-06-30,SVAB,0.046,0.0635,0.0625,0.0585,19297588.0,794.0
2018-07-31,SVAB,0.054000000000000006,0.0635,0.0585,0.0555,5618520.0,212.0
2018-08-31,SVAB,0.0235,0.0555,0.0555,0.0355,26776379.0,476.0
2018-09-30,SVAB,0.0155,0.039,0.034,0.019,68330735.0,849.0
2018-10-31,SVAB,0.0155,0.026000000000000002,0.019,0.0235,49058665.0,753.0
2017-07-31,DPW,32.335,34.31,33.265,32.775,26739175.0,66929.0
2017-08-31,DPW,32.845,35.575,32.925,34.885,26837605.0,71920.0
2017-09-30,DPW,34.63,37.785,35.115,37.64,24636857.0,55351.0
2017-10-31,DPW,37.0,39.475,38.17,39.22,21727632.0,54276.0
2017-11-30,DPW,38.395,40.585,39.23,40.01,36644237.0,106950.0
2017-12-31,DPW,38.98,41.36,39.96,39.8,31633155.0,99618.0
2018-01-31,DPW,38.07,41.2,39.51,38.1,36084137.0,82427.0
2018-02-28,DPW,35.11,38.33,38.26,37.68,50355077.0,105578.0
2018-03-31,DPW,34.2,37.79,37.45,35.64,57383869.0,131711.0
2018-04-30,DPW,34.35,38.06,35.23,36.17,49963713.0,99503.0
2018-05-31,DPW,32.41,37.23,36.47,32.52,52407651.0,89528.0
2018-06-30,DPW,27.76,33.46,32.93,27.95,71545793.0,116303.0
2018-07-31,DPW,27.57,30.37,27.81,30.19,36761908.0,47512.0
2018-08-31,DPW,29.3,32.18,30.11,31.41,59595436.0,68496.0
2018-09-30,DPW,30.41,32.05,31.44,30.71,57624669.0,62846.0
2018-10-31,DPW,27.66,30.98,30.81,28.68,62580159.0,71416.0
2017-07-31,TKA,25.04,27.05,25.495,25.085,34506483.0,94841.0
2017-08-31,TKA,24.29,26.575,25.22,25.205,34843384.0,100021.0
2017-09-30,TKA,24.37,26.9,25.44,24.985,38537199.0,92922.0
2017-10-31,TKA,22.645,25.115,25.09,23.12,42883869.0,88348.0
2017-11-30,TKA,21.35,23.74,23.11,22.95,49645567.0,119652.0
2017-12-31,TKA,22.105,24.305,22.95,24.225,30816303.0,84213.0
2018-01-31,TKA,23.74,26.52,24.22,25.34,36825281.0,75740.0
2018-02-28,TKA,22.11,25.59,25.5,22.32,37174057.0,73778.0
2018-03-31,TKA,20.67,22.36,22.33,21.19,42661576.0,80254.0
2018-04-30,TKA,20.83,23.09,21.19,21.65,42634154.0,70267.0
2018-05-31,TKA,21.33,23.6,21.74,22.53,44555307.0,69172.0
2018-06-30,TKA,19.96,23.98,22.9,20.86,44054458.0,71860.0
2018-07-31,TKA,20.39,23.64,20.51,22.82,32697216.0,38925.0
2018-08-31,TKA,18.885,22.9,22.28,19.91,58040433.0,61140.0
2018-09-30,TKA,18.75,23.5,19.8,21.74,63349565.0,70001.0
2018-10-31,TKA,17.705,21.91,21.78,18.28,64639465.0,75585.0
2017-07-31,O2D,4.253,4.623,4.378,4.352,26390634.0,31253.0
2017-08-31,O2D,4.351,4.692,4.383,4.531000000000001,21650410.0,27470.0
2017-09-30,O2D,4.42,4.854,4.513,4.752,20448881.0,25364.0
2017-10-31,O2D,4.281000000000001,4.785,4.754,4.388999999999999,20830238.0,24833.0
2017-11-30,O2D,3.964,4.419,4.374,3.995,53517054.0,51315.0
2017-12-31,O2D,3.92,4.306,4.0,4.186,46015447.0,36066.0
2018-01-31,O2D,3.946,4.29,4.186,4.071000000000001,48554893.0,41878.0
2018-02-28,O2D,3.7560000000000002,4.2,4.074,3.7939999999999996,57882413.0,55944.0
2018-03-31,O2D,3.6689999999999996,4.04,3.7769999999999997,3.804,43991894.0,42476.0
2018-04-30,O2D,3.69,3.9810000000000003,3.7460000000000004,3.957,57701819.0,45954.0
2018-05-31,O2D,3.571,4.195,3.978,3.6210000000000004,47478236.0,35745.0
2018-06-30,O2D,3.3360000000000003,3.696,3.63,3.3760000000000003,34946898.0,29039.0
2018-07-31,O2D,3.3680000000000003,3.9930000000000003,3.386,3.747,27206597.0,16743.0
2018-08-31,O2D,3.572,3.807,3.747,3.583,41550998.0,22041.0
2018-09-30,O2D,3.412,3.679,3.583,3.641,52538858.0,24543.0
2018-10-31,O2D,3.412,3.825,3.623,3.6239999999999997,51470263.0,28557.0
2017-07-31,BAYN,106.7,113.7,112.7,107.15,24553075.0,94468.0
2017-08-31,BAYN,104.4,109.8,107.1,107.8,19903120.0,75376.0
2017-09-30,BAYN,106.5,115.15,108.7,115.15,17355000.0,55173.0
2017-10-31,BAYN,110.3,119.95,115.55,112.25,17471493.0,49647.0
2017-11-30,BAYN,106.85,117.35,112.25,107.4,28231931.0,83928.0
2017-12-31,BAYN,103.65,108.8,107.6,103.75,24012162.0,74126.0
2018-01-31,BAYN,102.26,110.22,103.08,105.28,41455472.0,172168.0
2018-02-28,BAYN,94.43,106.42,105.92,96.12,46371515.0,254769.0
2018-03-31,BAYN,88.81,98.53,95.3,91.96,46702794.0,271922.0
2018-04-30,BAYN,89.62,101.22,90.91,99.13,44222474.0,250975.0
2018-05-31,BAYN,98.21,105.42,99.56,101.48,30015283.0,131983.0
2018-06-30,BAYN,93.33,104.04,102.62,94.62,52365953.0,235308.0
2018-07-31,BAYN,91.48,96.94,94.19,95.26,20938756.0,80794.0
2018-08-31,BAYN,75.5,97.03,95.52,80.38,79372820.0,228212.0
2018-09-30,BAYN,69.4,80.68,80.52,76.51,76298792.0,207580.0
2018-10-31,BAYN,64.83,79.1,76.98,67.88,66974200.0,195664.0
2017-07-31,AT1,4.74,5.025,4.75,5.02,2665031.0,540.0
2017-08-31,AT1,5.018,5.63,5.018,5.611000000000001,7829674.0,2298.0
2017-09-30,AT1,5.534,6.1339999999999995,5.611000000000001,6.03,6762305.0,4314.0
2017-10-31,AT1,5.971,6.485,6.03,6.061,8401836.0,10451.0
2017-11-30,AT1,5.96,6.374,6.072,6.331,10374458.0,15357.0
2017-12-31,AT1,6.1,6.62,6.34,6.38,19260996.0,25432.0
2018-01-31,AT1,6.32,6.75,6.4,6.495,35717114.0,22944.0
2018-02-28,AT1,5.835,6.515,6.48,6.25,36283683.0,21713.0
2018-03-31,AT1,6.005,6.63,6.25,6.3,87471909.0,29354.0
2018-04-30,AT1,6.19,6.705,6.31,6.6,55790478.0,21838.0
2018-05-31,AT1,6.6,7.15,6.62,7.14,38998275.0,16958.0
2018-06-30,AT1,6.89,7.44,7.24,7.045,43482406.0,22854.0
2018-07-31,AT1,6.975,7.265,7.0,7.14,18411882.0,9395.0
2018-08-31,AT1,6.99,7.75,7.125,7.685,46052192.0,21994.0
2018-09-30,AT1,7.54,7.91,7.77,7.66,87955192.0,21231.0
2018-10-31,AT1,7.04,7.775,7.705,7.335,62831962.0,21808.0
2017-07-31,BAS,79.0,83.75,81.96,80.56,26030500.0,139784.0
2017-08-31,BAS,79.26,83.04,80.6,81.64,23457891.0,123314.0
2017-09-30,BAS,81.69,90.0,81.92,89.85,21448217.0,97653.0
2017-10-31,BAS,88.55,94.38,90.35,94.01,17197118.0,82254.0
2017-11-30,BAS,91.3,97.9,94.05,94.31,30628359.0,176537.0
2017-12-31,BAS,91.65,95.66,94.13,91.76,20543375.0,131791.0
2018-01-31,BAS,90.57,98.8,91.5,94.1,35813167.0,201285.0
2018-02-28,BAS,83.76,95.27,94.77,86.49,40517445.0,232913.0
2018-03-31,BAS,80.16,86.52,86.39,82.49,40012204.0,200425.0
2018-04-30,BAS,80.36,87.11,81.4,86.26,37295046.0,179462.0
2018-05-31,BAS,83.99,90.02,86.85,84.68,33608063.0,148771.0
2018-06-30,BAS,79.79,88.83,84.56,82.11,30845199.0,155224.0
2018-07-31,BAS,80.93,84.91,81.27,82.16,20783591.0,76858.0
2018-08-31,BAS,76.25,82.99,82.61,79.69,45059951.0,131860.0
2018-09-30,BAS,75.52,81.77,79.37,76.55,49284179.0,126416.0
2018-10-31,BAS,64.59,77.31,77.02,66.66,56803638.0,159099.0
2017-07-31,SIE,114.6,123.75,121.65,114.8,23953350.0,83568.0
2017-08-31,SIE,108.45,117.2,115.55,110.2,28444618.0,86991.0
2017-09-30,SIE,110.1,119.15,110.85,119.0,23596423.0,66917.0
2017-10-31,SIE,115.05,120.8,120.1,119.7,17693815.0,45455.0
2017-11-30,SIE,112.5,125.95,119.75,114.65,36595878.0,100272.0
2017-12-31,SIE,112.1,120.55,114.9,116.05,27997198.0,82826.0
2018-01-31,SIE,114.22,125.7,115.98,122.28,39187589.0,168135.0
2018-02-28,SIE,106.4,122.32,122.3,108.36,42386338.0,181058.0
2018-03-31,SIE,99.78,108.38,108.0,103.94,41263337.0,172238.0
2018-04-30,SIE,99.83,108.86,102.3,105.44,36918411.0,154868.0
2018-05-31,SIE,107.18,118.54,107.28,111.76,28454695.0,118409.0
2018-06-30,SIE,110.94,121.16,112.2,113.34,31131058.0,130223.0
2018-07-31,SIE,112.72,121.46,112.74,120.76,15924610.0,61615.0
2018-08-31,SIE,109.16,121.7,121.42,111.98,38897178.0,118816.0
2018-09-30,SIE,107.6,112.12,111.64,110.34,38052009.0,95016.0
2018-10-31,SIE,98.53,111.02,110.54,101.58,47162309.0,136310.0
2017-07-31,SAP,88.48,92.07,91.44,89.69,25850624.0,144824.0
2017-08-31,SAP,86.24,91.65,89.36,88.17,21137616.0,115597.0
2017-09-30,SAP,87.48,92.58,88.33,92.54,17931503.0,84924.0
2017-10-31,SAP,92.27,98.52,93.09,98.39,16286670.0,87705.0
2017-11-30,SAP,94.85,100.7,98.41,94.88,26997215.0,150878.0
2017-12-31,SAP,92.81,98.84,95.09,93.28,22526732.0,152981.0
2018-01-31,SAP,89.32,96.97,93.57,90.58,39307883.0,229766.0
2018-02-28,SAP,82.19,91.88,91.51,86.22,47508087.0,266685.0
2018-03-31,SAP,82.05,89.38,85.55,85.12,44134068.0,224430.0
2018-04-30,SAP,82.88,92.45,83.9,92.29,39666919.0,208761.0
2018-05-31,SAP,93.16,97.96,93.38,96.55,29181993.0,146464.0
2018-06-30,SAP,96.67,105.28,97.22,98.96,31030424.0,156794.0
2018-07-31,SAP,97.81,104.98,98.53,99.85,19752228.0,77977.0
2018-08-31,SAP,98.04,104.9,99.61,103.62,35329834.0,115184.0
2018-09-30,SAP,98.58,108.52,103.32,106.0,43276654.0,104092.0
2018-10-31,SAP,90.56,106.9,106.24,92.63,53994517.0,202899.0
2017-07-31,HDD,2.6319999999999997,2.965,2.657,2.8760000000000003,36759953.0,24428.0
2017-08-31,HDD,2.76,3.173,2.875,3.155,46952060.0,27264.0
2017-09-30,HDD,3.135,3.46,3.156,3.445,30951031.0,18865.0
2017-10-31,HDD,3.23,3.59,3.5,3.418,23212815.0,14286.0
2017-11-30,HDD,2.76,3.5,3.418,2.949,48980312.0,31283.0
2017-12-31,HDD,2.755,2.958,2.945,2.863,19807690.0,13740.0
2018-01-31,HDD,2.76,3.0,2.861,2.9160000000000004,22338086.0,14070.0
2018-02-28,HDD,2.5,3.158,2.9160000000000004,3.08,41341490.0,26258.0
2018-03-31,HDD,2.83,3.1439999999999997,3.08,3.054,23335596.0,17576.0
2018-04-30,HDD,2.898,3.28,2.9819999999999998,3.09,26732485.0,16412.0
2018-05-31,HDD,3.0060000000000002,3.2739999999999996,3.09,3.014,16832255.0,11266.0
2018-06-30,HDD,2.242,3.13,3.022,2.354,37089654.0,17689.0
2018-07-31,HDD,2.27,2.47,2.376,2.456,10504118.0,4397.0
2018-08-31,HDD,2.326,2.612,2.456,2.44,17459047.0,8054.0
2018-09-30,HDD,2.28,2.4459999999999997,2.44,2.302,11344774.0,5921.0
2018-10-31,HDD,1.87,2.55,2.302,1.9880000000000002,23437811.0,12193.0
2017-07-31,AIXA,6.114,7.99,6.24,7.537000000000001,39381149.0,42010.0
2017-08-31,AIXA,6.645,8.17,7.526,8.17,24261084.0,35942.0
2017-09-30,AIXA,7.974,11.59,8.15,11.38,34675049.0,42354.0
2017-10-31,AIXA,10.385,12.15,11.49,12.055,17380701.0,24234.0
2017-11-30,AIXA,11.715,15.195,12.055,12.29,36607998.0,61028.0
2017-12-31,AIXA,10.7,13.46,12.36,11.52,26897551.0,48021.0
2018-01-31,AIXA,11.26,13.35,11.61,12.07,22075906.0,42854.0
2018-02-28,AIXA,10.61,16.87,12.08,16.45,39211892.0,71807.0
2018-03-31,AIXA,15.31,19.755,16.35,15.69,38613949.0,80729.0
2018-04-30,AIXA,11.66,17.19,15.45,11.845,26245317.0,59110.0
2018-05-31,AIXA,12.295,14.155,12.605,12.805,16870571.0,32917.0
2018-06-30,AIXA,10.535,13.725,12.8,11.105,11975987.0,25608.0
2018-07-31,AIXA,10.565,13.15,11.11,12.305,13780078.0,21891.0
2018-08-31,AIXA,10.03,12.885,12.305,10.76,16393295.0,24893.0
2018-09-30,AIXA,8.41,11.405,10.76,8.72,21935977.0,34560.0
2018-10-31,AIXA,7.8,10.055,9.012,8.668,25398309.0,46817.0
2017-07-31,EVT,11.65,14.71,14.2,12.195,18344561.0,34982.0
2017-08-31,EVT,11.615,16.87,12.13,16.16,25678434.0,48521.0
2017-09-30,EVT,16.465,20.06,16.53,20.02,17043627.0,36526.0
2017-10-31,EVT,16.58,22.39,20.525,17.41,20733740.0,49078.0
2017-11-30,EVT,12.01,19.82,18.23,12.31,69536712.0,142536.0
2017-12-31,EVT,11.52,15.15,12.56,13.5,33881970.0,59637.0
2018-01-31,EVT,13.315,16.92,13.555,14.65,33556823.0,66139.0
2018-02-28,EVT,13.025,15.575,14.55,14.415,22700841.0,47762.0
2018-03-31,EVT,13.29,16.695,14.27,15.835,24311209.0,44931.0
2018-04-30,EVT,13.255,16.095,15.74,13.46,16921589.0,33686.0
2018-05-31,EVT,12.065,15.655,13.66,15.015,17956723.0,31043.0
2018-06-30,EVT,14.36,15.98,15.14,14.72,12151756.0,22096.0
2018-07-31,EVT,14.59,18.23,14.755,17.76,10866990.0,21784.0
2018-08-31,EVT,17.035,22.5,17.76,22.06,27011402.0,49076.0
2018-09-30,EVT,17.82,23.36,22.21,18.34,28548647.0,55392.0
2018-10-31,EVT,15.2,19.095,18.34,16.52,25999889.0,56328.0
2017-07-31,BMW,77.07,84.88,81.96,77.65,22710275.0,139968.0
2017-08-31,BMW,77.4,82.43,77.94,78.04,18148134.0,114123.0
2017-09-30,BMW,77.89,85.76,78.18,85.63,16654299.0,93606.0
2017-10-31,BMW,84.92,89.35,86.45,87.68,13003603.0,81833.0
2017-11-30,BMW,84.4,90.68,87.76,84.76,24076885.0,160560.0
2017-12-31,BMW,82.87,88.22,84.61,86.96,16878268.0,112850.0
2018-01-31,BMW,83.88,97.5,86.73,91.95,30952936.0,190004.0
2018-02-28,BMW,85.08,93.45,92.36,86.75,27714596.0,194567.0
2018-03-31,BMW,81.82,88.92,86.38,88.32,32034439.0,208841.0
2018-04-30,BMW,86.62,92.45,87.9,92.32,28969578.0,188463.0
2018-05-31,BMW,84.9,93.87,93.54,85.67,23527208.0,136041.0
2018-06-30,BMW,77.03,87.53,86.01,77.85,23534301.0,147137.0
2018-07-31,BMW,77.39,84.23,77.42,82.69,16662152.0,73967.0
2018-08-31,BMW,79.22,85.75,81.88,83.41,33580078.0,133748.0
2018-09-30,BMW,77.32,86.74,82.46,77.71,38281485.0,148916.0
2018-10-31,BMW,72.44,79.44,78.31,76.4,35535586.0,150832.0
2017-07-31,PSM,32.82,36.9,36.88,33.77,17653912.0,80168.0
2017-08-31,PSM,27.3,34.84,33.925,28.27,23666940.0,92074.0
2017-09-30,PSM,27.355,28.87,28.14,28.85,18549337.0,60137.0
